jobset,unit_id,coder_id,status,variable,value,time_question,time_answer
All,15584,133,DONE,relevant-3,Yes,2023-11-26T16:47:05.736Z,2023-11-26T16:47:13.268Z
All,7931,133,DONE,relevant-1,Yes,2023-11-26T16:47:14.054Z,2023-11-26T16:47:45.256Z
All,7931,133,DONE,relevant-2,Overview,2023-11-26T16:47:45.786Z,2023-11-26T16:47:46.959Z
All,7931,133,DONE,relevant-3,IRRELEVANT,,
All,15205,133,DONE,relevant-1,Yes,2023-11-26T16:47:47.722Z,2023-11-26T16:48:20.075Z
All,15205,133,DONE,relevant-2,Methodological paper,2023-11-26T16:48:20.603Z,2023-11-26T16:48:21.823Z
All,15205,133,DONE,relevant-3,Yes,2023-11-26T16:48:22.091Z,2023-11-26T16:48:25.304Z
All,4638,133,DONE,relevant-1,Yes,2023-11-26T16:48:26.103Z,2023-11-26T16:49:30.030Z
All,4638,133,DONE,relevant-2,Methodological paper,2023-11-26T16:49:30.523Z,2023-11-26T16:49:31.514Z
All,4638,133,DONE,relevant-3,Yes,2023-11-26T16:49:31.845Z,2023-11-26T16:49:33.047Z
All,6626,133,DONE,relevant-1,Yes,2023-11-26T16:49:34.289Z,2023-11-26T16:51:41.260Z
All,6626,133,DONE,relevant-2,Methodological paper,2023-11-26T16:51:41.973Z,2023-11-26T16:51:49.834Z
All,6626,133,DONE,relevant-3,No (or unclear),2023-11-26T16:51:50.101Z,2023-11-26T16:52:03.254Z
All,4349,133,DONE,relevant-1,Yes,2023-11-26T16:52:04.058Z,2023-11-26T16:53:13.342Z
All,4349,133,DONE,relevant-2,Methodological paper,2023-11-26T16:53:13.857Z,2023-11-26T16:53:14.862Z
All,4349,133,DONE,relevant-3,Yes,2023-11-26T16:53:15.096Z,2023-11-26T16:53:16.162Z
All,1222,133,DONE,relevant-1,No (or unclear),2023-11-26T16:53:17.025Z,2023-11-26T16:54:29.482Z
All,1222,133,DONE,relevant-2,IRRELEVANT,,
All,1222,133,DONE,relevant-3,IRRELEVANT,,
All,12735,133,DONE,relevant-1,Yes,2023-11-26T16:55:53.803Z,2023-11-26T16:58:10.979Z
All,12735,133,DONE,relevant-2,Methodological paper,2023-11-26T16:58:11.620Z,2023-11-26T16:58:35.748Z
All,12735,133,DONE,relevant-3,Yes,2023-11-26T16:58:36.098Z,2023-11-26T16:58:37.581Z
All,12321,133,DONE,relevant-1,Yes,2023-11-26T16:58:38.378Z,2023-11-26T16:59:42.483Z
All,12321,133,DONE,relevant-2,Methodological paper,2023-11-26T16:59:43.245Z,2023-11-26T16:59:44.283Z
All,12321,133,DONE,relevant-3,Yes,2023-11-26T16:59:44.719Z,2023-11-26T16:59:46.751Z
All,12821,133,DONE,relevant-1,Yes,2023-11-26T17:01:59.789Z,2023-11-26T17:02:33.265Z
All,12821,133,DONE,relevant-2,Methodological paper,2023-11-26T17:02:37.498Z,2023-11-26T17:02:38.880Z
All,12821,133,DONE,relevant-3,Yes,2023-11-26T17:02:39.154Z,2023-11-26T17:02:40.714Z
All,2859,133,DONE,relevant-1,Yes,2023-11-26T17:02:41.702Z,2023-11-26T17:03:58.986Z
All,2859,133,DONE,relevant-2,Methodological paper,2023-11-26T17:03:59.427Z,2023-11-26T17:04:00.883Z
All,2859,133,DONE,relevant-3,Yes,2023-11-26T17:04:01.127Z,2023-11-26T17:04:04.534Z
All,5416,133,DONE,relevant-1,Yes,2023-11-26T17:04:05.382Z,2023-11-26T17:04:31.553Z
All,5416,133,DONE,relevant-2,Methodological paper,2023-11-26T17:04:32.002Z,2023-11-26T17:04:33.052Z
All,5416,133,DONE,relevant-3,Yes,2023-11-26T17:04:33.290Z,2023-11-26T17:04:34.751Z
All,11514,120,DONE,relevant-1,Yes,2023-11-27T07:48:18.538Z,2023-11-27T07:48:48.692Z
All,11514,120,DONE,relevant-2,Empirical study,2023-11-27T07:48:49.139Z,2023-11-27T07:48:51.334Z
All,11514,120,DONE,relevant-3,Yes,2023-11-27T07:48:51.574Z,2023-11-27T07:48:56.362Z
All,15727,120,DONE,relevant-1,Yes,2023-11-27T07:48:57.078Z,2023-11-27T07:49:12.992Z
All,15727,120,DONE,relevant-2,Empirical study,2023-11-27T07:49:13.439Z,2023-11-27T07:49:19.916Z
All,15727,120,DONE,relevant-3,Yes,2023-11-27T07:49:20.150Z,2023-11-27T07:49:22.002Z
All,12641,120,DONE,relevant-1,Yes,2023-11-27T07:49:22.728Z,2023-11-27T07:50:04.144Z
All,12641,120,DONE,relevant-2,Empirical study,2023-11-27T07:50:04.593Z,2023-11-27T07:51:39.213Z
All,12641,120,DONE,relevant-3,Yes,2023-11-27T07:51:39.458Z,2023-11-27T07:51:48.112Z
All,9698,120,DONE,relevant-1,Yes,2023-11-27T07:51:48.827Z,2023-11-27T07:52:04.087Z
All,9698,120,DONE,relevant-2,Empirical study,2023-11-27T07:52:04.532Z,2023-11-27T07:52:17.208Z
All,9698,120,DONE,relevant-3,Yes,2023-11-27T07:52:17.441Z,2023-11-27T07:52:21.194Z
All,4054,120,DONE,relevant-1,Yes,2023-11-27T07:52:21.904Z,2023-11-27T07:56:53.349Z
All,4054,120,DONE,relevant-2,Empirical study,2023-11-27T07:56:53.808Z,2023-11-27T07:57:12.764Z
All,4054,120,DONE,relevant-3,Yes,2023-11-27T07:57:13.015Z,2023-11-27T07:57:41.958Z
All,14110,120,DONE,relevant-1,Yes,2023-11-27T07:57:42.678Z,2023-11-27T08:03:04.710Z
All,14110,120,DONE,relevant-2,Empirical study,2023-11-27T08:03:05.184Z,2023-11-27T08:03:08.183Z
All,14110,120,DONE,relevant-3,Yes,2023-11-27T08:03:08.418Z,2023-11-27T08:03:11.233Z
All,15098,120,DONE,relevant-1,Yes,2023-11-27T08:03:11.968Z,2023-11-27T08:03:37.789Z
All,15098,120,DONE,relevant-2,Empirical study,2023-11-27T08:03:38.240Z,2023-11-27T08:03:40.233Z
All,15098,120,DONE,relevant-3,Yes,2023-11-27T08:03:40.465Z,2023-11-27T08:03:42.651Z
All,10162,120,DONE,relevant-1,Yes,2023-11-27T08:03:43.373Z,2023-11-27T08:03:58.164Z
All,10162,120,DONE,relevant-2,Empirical study,2023-11-27T08:03:58.610Z,2023-11-27T08:04:04.778Z
All,10162,120,DONE,relevant-3,Yes,2023-11-27T08:04:05.013Z,2023-11-27T08:04:07.874Z
All,1301,120,DONE,relevant-1,Yes,2023-11-27T08:04:08.591Z,2023-11-27T08:04:41.023Z
All,1301,120,DONE,relevant-2,Empirical study,2023-11-27T08:04:41.478Z,2023-11-27T08:04:43.649Z
All,1301,120,DONE,relevant-3,Yes,2023-11-27T08:04:43.881Z,2023-11-27T08:04:50.821Z
All,9778,120,DONE,relevant-1,No (or unclear),2023-11-27T08:04:51.658Z,2023-11-27T08:06:01.574Z
All,9778,120,DONE,relevant-2,IRRELEVANT,,
All,9778,120,DONE,relevant-3,IRRELEVANT,,
All,1800,120,DONE,relevant-1,Yes,2023-11-27T08:06:02.623Z,2023-11-27T08:06:28.275Z
All,1800,120,DONE,relevant-2,Empirical study,2023-11-27T08:06:28.719Z,2023-11-27T08:06:30.900Z
All,1800,120,DONE,relevant-3,Yes,2023-11-27T08:06:31.131Z,2023-11-27T08:06:32.876Z
All,14854,120,DONE,relevant-1,Yes,2023-11-27T08:06:33.592Z,2023-11-27T08:06:49.101Z
All,14854,120,DONE,relevant-2,Empirical study,2023-11-27T08:06:49.551Z,2023-11-27T08:06:50.938Z
All,14854,120,DONE,relevant-3,Yes,2023-11-27T08:06:51.172Z,2023-11-27T08:06:52.863Z
All,11874,120,DONE,relevant-1,Yes,2023-11-27T08:06:54.671Z,2023-11-27T08:07:06.987Z
All,11874,120,DONE,relevant-2,Empirical study,2023-11-27T08:07:07.438Z,2023-11-27T08:07:09.368Z
All,11874,120,DONE,relevant-3,Yes,2023-11-27T08:07:09.605Z,2023-11-27T08:07:11.313Z
All,9334,120,DONE,relevant-1,Yes,2023-11-27T08:07:12.028Z,2023-11-27T08:07:20.247Z
All,9334,120,DONE,relevant-2,Empirical study,2023-11-27T08:07:20.705Z,2023-11-27T08:07:22.433Z
All,9334,120,DONE,relevant-3,Yes,2023-11-27T08:07:22.662Z,2023-11-27T08:07:25.747Z
All,1129,120,DONE,relevant-1,Yes,2023-11-27T08:07:26.459Z,2023-11-27T08:10:40.065Z
All,1129,120,DONE,relevant-2,Empirical study,2023-11-27T08:10:40.519Z,2023-11-27T08:10:43.012Z
All,1129,120,DONE,relevant-3,Yes,2023-11-27T08:10:43.247Z,2023-11-27T08:10:45.463Z
All,10351,120,DONE,relevant-1,No (or unclear),2023-11-27T08:10:46.177Z,2023-11-27T08:15:08.899Z
All,10351,120,DONE,relevant-2,IRRELEVANT,,
All,10351,120,DONE,relevant-3,IRRELEVANT,,
All,878,120,DONE,relevant-1,Yes,2023-11-27T08:15:09.842Z,2023-11-27T08:15:29.591Z
All,878,120,DONE,relevant-2,Empirical study,2023-11-27T08:15:30.040Z,2023-11-27T08:15:31.440Z
All,878,120,DONE,relevant-3,Yes,2023-11-27T08:15:31.676Z,2023-11-27T08:15:33.947Z
All,10001,120,DONE,relevant-1,Yes,2023-11-27T08:15:34.846Z,2023-11-27T08:15:57.151Z
All,10001,120,DONE,relevant-2,Empirical study,2023-11-27T08:15:57.596Z,2023-11-27T08:15:59.525Z
All,10001,120,DONE,relevant-3,Yes,2023-11-27T08:15:59.756Z,2023-11-27T08:16:01.707Z
All,8694,120,DONE,relevant-1,Yes,2023-11-27T08:16:02.421Z,2023-11-27T08:16:13.269Z
All,8694,120,DONE,relevant-2,Empirical study,2023-11-27T08:16:13.721Z,2023-11-27T08:16:15.109Z
All,8694,120,DONE,relevant-3,Yes,2023-11-27T08:16:15.341Z,2023-11-27T08:16:16.792Z
All,6029,120,DONE,relevant-1,Yes,2023-11-27T08:16:17.507Z,2023-11-27T08:16:36.558Z
All,6029,120,DONE,relevant-2,Empirical study,2023-11-27T08:16:37.013Z,2023-11-27T08:16:38.973Z
All,6029,120,DONE,relevant-3,Yes,2023-11-27T08:16:39.211Z,2023-11-27T08:16:40.831Z
All,6633,120,DONE,relevant-1,Yes,2023-11-27T08:16:41.545Z,2023-11-27T08:18:11.932Z
All,6633,120,DONE,relevant-2,Empirical study,2023-11-27T08:18:12.398Z,2023-11-27T08:18:15.137Z
All,6633,120,DONE,relevant-3,Yes,2023-11-27T08:18:15.368Z,2023-11-27T08:18:16.954Z
All,15018,120,DONE,relevant-1,Yes,2023-11-27T08:18:17.661Z,2023-11-27T08:20:40.800Z
All,15018,120,DONE,relevant-2,Overview,2023-11-27T08:20:41.261Z,2023-11-27T08:20:46.095Z
All,15018,120,DONE,relevant-3,IRRELEVANT,,
All,5076,120,DONE,relevant-1,Yes,2023-11-27T08:20:46.813Z,2023-11-27T08:21:20.964Z
All,5076,120,DONE,relevant-2,Empirical study,2023-11-27T08:21:21.413Z,2023-11-27T08:21:22.990Z
All,5076,120,DONE,relevant-3,Yes,2023-11-27T08:21:23.231Z,2023-11-27T08:21:24.543Z
All,13358,120,DONE,relevant-1,Yes,2023-11-27T08:21:25.251Z,2023-11-27T08:21:53.712Z
All,13358,120,DONE,relevant-2,Empirical study,2023-11-27T08:21:54.176Z,2023-11-27T08:21:56.057Z
All,13358,120,DONE,relevant-3,Yes,2023-11-27T08:21:56.315Z,2023-11-27T08:21:57.712Z
All,2901,120,DONE,relevant-1,Yes,2023-11-27T08:21:58.431Z,2023-11-27T08:22:43.905Z
All,2901,120,DONE,relevant-2,Empirical study,2023-11-27T08:22:44.364Z,2023-11-27T08:22:47.371Z
All,2901,120,DONE,relevant-3,Yes,2023-11-27T08:22:47.602Z,2023-11-27T08:22:49.225Z
All,7674,120,DONE,relevant-1,Yes,2023-11-27T08:22:49.941Z,2023-11-27T08:23:31.843Z
All,7674,120,DONE,relevant-2,Empirical study,2023-11-27T08:23:32.295Z,2023-11-27T08:23:34.468Z
All,7674,120,DONE,relevant-3,Yes,2023-11-27T08:23:34.712Z,2023-11-27T08:23:36.290Z
All,12679,120,DONE,relevant-1,Yes,2023-11-27T08:23:37.002Z,2023-11-27T08:23:49.693Z
All,12679,120,DONE,relevant-2,Empirical study,2023-11-27T08:23:50.137Z,2023-11-27T08:23:52.020Z
All,12679,120,DONE,relevant-3,Yes,2023-11-27T08:23:52.253Z,2023-11-27T08:23:53.695Z
All,4655,120,DONE,relevant-1,Yes,2023-11-27T08:23:54.410Z,2023-11-27T08:24:49.880Z
All,4655,120,DONE,relevant-2,Empirical study,2023-11-27T08:24:50.463Z,2023-11-27T08:24:52.058Z
All,4655,120,DONE,relevant-3,Yes,2023-11-27T08:24:52.317Z,2023-11-27T08:24:53.768Z
All,11372,120,DONE,relevant-1,Yes,2023-11-27T08:26:52.462Z,2023-11-27T08:27:34.975Z
All,11372,120,DONE,relevant-2,Overview,2023-11-27T08:27:35.423Z,2023-11-27T08:27:38.295Z
All,11372,120,DONE,relevant-3,IRRELEVANT,,
All,2160,120,DONE,relevant-1,Yes,2023-11-27T08:27:39.007Z,2023-11-27T08:28:59.819Z
All,2160,120,DONE,relevant-2,Empirical study,2023-11-27T08:29:00.281Z,2023-11-27T08:29:02.302Z
All,2160,120,DONE,relevant-3,Yes,2023-11-27T08:29:02.536Z,2023-11-27T08:29:54.428Z
All,3479,120,DONE,relevant-1,Yes,2023-11-27T08:29:55.145Z,2023-11-27T08:31:46.492Z
All,3479,120,DONE,relevant-2,Empirical study,2023-11-27T08:31:46.960Z,2023-11-27T08:31:48.230Z
All,3479,120,DONE,relevant-3,Yes,2023-11-27T08:31:48.465Z,2023-11-27T08:31:49.974Z
All,1949,120,DONE,relevant-1,Yes,2023-11-27T13:47:47.736Z,2023-11-27T13:48:36.260Z
All,1949,120,DONE,relevant-2,Empirical study,2023-11-27T13:48:36.776Z,2023-11-27T13:48:39.692Z
All,1949,120,DONE,relevant-3,Yes,2023-11-27T13:48:39.972Z,2023-11-27T13:48:41.602Z
All,2581,120,DONE,relevant-1,Yes,2023-11-27T13:48:42.393Z,2023-11-27T13:48:55.765Z
All,2581,120,DONE,relevant-2,Empirical study,2023-11-27T13:48:56.250Z,2023-11-27T13:48:57.593Z
All,2581,120,DONE,relevant-3,Yes,2023-11-27T13:48:57.855Z,2023-11-27T13:48:59.372Z
All,1531,120,DONE,relevant-1,Yes,2023-11-27T13:49:00.172Z,2023-11-27T13:49:52.031Z
All,1531,120,DONE,relevant-2,Empirical study,2023-11-27T13:49:52.527Z,2023-11-27T13:49:54.563Z
All,1531,120,DONE,relevant-3,Yes,2023-11-27T13:49:54.820Z,2023-11-27T13:49:56.047Z
All,15584,120,DONE,relevant-1,Yes,2023-11-27T13:49:56.873Z,2023-11-27T13:50:28.263Z
All,15584,120,DONE,relevant-2,something else,2023-11-27T13:51:25.433Z,2023-11-27T13:52:23.337Z
All,15584,120,DONE,relevant-3,IRRELEVANT,,
All,7931,120,DONE,relevant-1,Yes,2023-11-27T13:52:24.189Z,2023-11-27T13:54:35.963Z
All,7931,120,DONE,relevant-2,Overview,2023-11-27T13:54:37.028Z,2023-11-27T13:54:38.942Z
All,7931,120,DONE,relevant-3,IRRELEVANT,,
All,15205,120,DONE,relevant-1,Yes,2023-11-27T13:54:39.721Z,2023-11-27T13:54:49.100Z
All,15205,120,DONE,relevant-2,Empirical study,2023-11-27T13:54:49.576Z,2023-11-27T13:54:51.517Z
All,15205,120,DONE,relevant-3,Yes,2023-11-27T13:54:51.766Z,2023-11-27T13:54:53.479Z
All,4638,120,DONE,relevant-1,Yes,2023-11-27T13:54:54.267Z,2023-11-27T13:55:50.369Z
All,4638,120,DONE,relevant-2,Empirical study,2023-11-27T13:55:50.849Z,2023-11-27T13:55:52.575Z
All,4638,120,DONE,relevant-3,Yes,2023-11-27T13:55:52.833Z,2023-11-27T13:55:54.314Z
All,6626,120,DONE,relevant-1,Yes,2023-11-27T13:55:55.070Z,2023-11-27T13:57:16.046Z
All,6626,120,DONE,relevant-2,Empirical study,2023-11-27T13:57:16.528Z,2023-11-27T13:57:18.079Z
All,6626,120,DONE,relevant-3,Yes,2023-11-27T13:57:18.338Z,2023-11-27T13:57:19.817Z
All,4349,120,DONE,relevant-1,Yes,2023-11-27T13:57:20.618Z,2023-11-27T13:57:39.131Z
All,4349,120,DONE,relevant-2,Empirical study,2023-11-27T13:57:39.616Z,2023-11-27T13:57:41.469Z
All,4349,120,DONE,relevant-3,Yes,2023-11-27T13:57:41.718Z,2023-11-27T13:57:43.136Z
All,1222,120,DONE,relevant-1,Yes,2023-11-27T13:57:43.950Z,2023-11-27T13:57:50.963Z
All,1222,120,DONE,relevant-2,Empirical study,2023-11-27T13:57:51.435Z,2023-11-27T13:57:52.945Z
All,1222,120,DONE,relevant-3,Yes,2023-11-27T13:57:53.197Z,2023-11-27T13:57:54.429Z
All,12735,120,DONE,relevant-1,Yes,2023-11-27T13:57:55.223Z,2023-11-27T13:58:24.207Z
All,12735,120,DONE,relevant-2,Empirical study,2023-11-27T13:58:24.736Z,2023-11-27T13:58:26.594Z
All,12735,120,DONE,relevant-3,Yes,2023-11-27T13:58:26.845Z,2023-11-27T13:58:28.342Z
All,12321,120,DONE,relevant-1,Yes,2023-11-27T13:58:29.151Z,2023-11-27T13:58:50.594Z
All,12321,120,DONE,relevant-2,Empirical study,2023-11-27T13:58:51.068Z,2023-11-27T13:58:52.515Z
All,12321,120,DONE,relevant-3,Yes,2023-11-27T13:58:52.760Z,2023-11-27T13:58:54.822Z
All,12821,120,DONE,relevant-1,Yes,2023-11-27T13:58:55.599Z,2023-11-27T13:59:19.360Z
All,12821,120,DONE,relevant-2,Empirical study,2023-11-27T13:59:19.836Z,2023-11-27T13:59:21.475Z
All,12821,120,DONE,relevant-3,Yes,2023-11-27T13:59:21.729Z,2023-11-27T13:59:23.203Z
All,2859,120,DONE,relevant-1,Yes,2023-11-27T13:59:23.994Z,2023-11-27T13:59:36.479Z
All,2859,120,DONE,relevant-2,Empirical study,2023-11-27T13:59:36.946Z,2023-11-27T13:59:38.471Z
All,2859,120,DONE,relevant-3,Yes,2023-11-27T13:59:38.738Z,2023-11-27T13:59:40.372Z
All,5416,120,DONE,relevant-1,Yes,2023-11-27T13:59:41.165Z,2023-11-27T13:59:49.267Z
All,5416,120,DONE,relevant-2,Empirical study,2023-11-27T13:59:49.761Z,2023-11-27T13:59:51.127Z
All,5416,120,DONE,relevant-3,Yes,2023-11-27T13:59:51.376Z,2023-11-27T13:59:52.774Z
All,14110,96,DONE,relevant-1,No (or unclear),2023-11-27T19:07:48.195Z,2023-11-27T19:09:36.810Z
All,14110,96,DONE,relevant-2,IRRELEVANT,,
All,14110,96,DONE,relevant-3,IRRELEVANT,,
All,15098,96,DONE,relevant-1,Yes,2023-11-27T19:09:37.989Z,2023-11-27T19:10:22.785Z
All,15098,96,DONE,relevant-2,Methodological paper,2023-11-27T19:10:23.270Z,2023-11-27T19:10:40.705Z
All,15098,96,DONE,relevant-3,Yes,2023-11-27T19:10:40.979Z,2023-11-27T19:10:42.820Z
All,10162,96,DONE,relevant-1,Yes,2023-11-27T19:10:43.547Z,2023-11-27T19:11:22.365Z
All,10162,96,DONE,relevant-2,Methodological paper,2023-11-27T19:11:22.751Z,2023-11-27T19:11:24.496Z
All,10162,96,DONE,relevant-3,Yes,2023-11-27T19:11:24.808Z,2023-11-27T19:11:26.448Z
All,1301,96,DONE,relevant-1,Yes,2023-11-27T19:11:27.160Z,2023-11-27T19:11:50.559Z
All,1301,96,DONE,relevant-2,Empirical study,2023-11-27T19:11:51.039Z,2023-11-27T19:12:12.702Z
All,1301,96,DONE,relevant-3,Yes,2023-11-27T19:12:12.912Z,2023-11-27T19:12:28.756Z
All,9778,96,DONE,relevant-1,No (or unclear),2023-11-27T19:12:29.543Z,2023-11-27T19:13:09.133Z
All,9778,96,DONE,relevant-2,IRRELEVANT,,
All,9778,96,DONE,relevant-3,IRRELEVANT,,
All,1800,96,DONE,relevant-1,Yes,2023-11-27T19:13:10.113Z,2023-11-27T19:13:21.929Z
All,1800,96,DONE,relevant-2,Empirical study,2023-11-27T19:13:23.276Z,2023-11-27T19:13:25.438Z
All,1800,96,DONE,relevant-3,Yes,2023-11-27T19:13:25.735Z,2023-11-27T19:13:41.690Z
All,14854,96,DONE,relevant-1,Yes,2023-11-27T19:13:42.433Z,2023-11-27T19:14:04.443Z
All,14854,96,DONE,relevant-2,Methodological paper,2023-11-27T19:14:04.857Z,2023-11-27T19:14:11.225Z
All,14854,96,DONE,relevant-3,Yes,2023-11-27T19:14:11.511Z,2023-11-27T19:14:13.656Z
All,11874,96,DONE,relevant-1,Yes,2023-11-27T19:14:14.503Z,2023-11-27T19:14:48.415Z
All,11874,96,DONE,relevant-2,Methodological paper,2023-11-27T19:14:49.207Z,2023-11-27T19:14:50.477Z
All,11874,96,DONE,relevant-3,Yes,2023-11-27T19:14:50.730Z,2023-11-27T19:14:52.262Z
All,9334,96,DONE,relevant-1,Yes,2023-11-27T19:14:53.115Z,2023-11-27T19:15:16.184Z
All,9334,96,DONE,relevant-2,Methodological paper,2023-11-27T19:15:16.751Z,2023-11-27T19:15:30.898Z
All,9334,96,DONE,relevant-3,Yes,2023-11-27T19:15:31.116Z,2023-11-27T19:15:32.932Z
All,1129,96,DONE,relevant-1,No (or unclear),2023-11-27T19:15:33.767Z,2023-11-27T19:16:35.119Z
All,1129,96,DONE,relevant-2,IRRELEVANT,,
All,1129,96,DONE,relevant-3,IRRELEVANT,,
All,10351,96,DONE,relevant-1,No (or unclear),2023-11-27T19:16:35.993Z,2023-11-27T19:17:14.400Z
All,10351,96,DONE,relevant-2,IRRELEVANT,,
All,10351,96,DONE,relevant-3,IRRELEVANT,,
All,878,96,DONE,relevant-1,Yes,2023-11-27T19:17:15.226Z,2023-11-27T19:17:41.620Z
All,878,96,DONE,relevant-2,Methodological paper,2023-11-27T19:17:42.057Z,2023-11-27T19:17:43.147Z
All,878,96,DONE,relevant-3,Yes,2023-11-27T19:17:43.349Z,2023-11-27T19:17:44.405Z
All,10001,96,DONE,relevant-1,Yes,2023-11-27T19:17:45.242Z,2023-11-27T19:18:06.511Z
All,10001,96,DONE,relevant-2,Methodological paper,2023-11-27T19:18:06.931Z,2023-11-27T19:18:08.257Z
All,10001,96,DONE,relevant-3,Yes,2023-11-27T19:18:08.680Z,2023-11-27T19:18:10.506Z
All,8694,96,DONE,relevant-1,Yes,2023-11-27T19:18:11.358Z,2023-11-27T19:19:08.336Z
All,8694,96,DONE,relevant-2,Methodological paper,2023-11-27T19:19:08.781Z,2023-11-27T19:19:11.544Z
All,8694,96,DONE,relevant-3,Yes,2023-11-27T19:19:11.748Z,2023-11-27T19:19:17.002Z
All,6029,96,DONE,relevant-1,Yes,2023-11-27T19:19:17.798Z,2023-11-27T19:19:35.206Z
All,6029,96,DONE,relevant-2,Methodological paper,2023-11-27T19:19:35.623Z,2023-11-27T19:19:36.460Z
All,6029,96,DONE,relevant-3,Yes,2023-11-27T19:19:36.672Z,2023-11-27T19:19:37.589Z
All,6633,96,DONE,relevant-1,Yes,2023-11-27T19:19:38.277Z,2023-11-27T19:20:40.068Z
All,6633,96,DONE,relevant-2,Empirical study,2023-11-27T19:20:40.538Z,2023-11-27T19:20:47.145Z
All,6633,96,DONE,relevant-3,Yes,2023-11-27T19:20:47.367Z,2023-11-27T19:20:49.091Z
All,15018,96,DONE,relevant-1,Yes,2023-11-27T19:20:49.764Z,2023-11-27T19:21:42.589Z
All,15018,96,DONE,relevant-2,Overview,2023-11-27T19:21:43.614Z,2023-11-27T19:21:45.209Z
All,15018,96,DONE,relevant-3,IRRELEVANT,,
All,5076,96,DONE,relevant-1,Yes,2023-11-27T19:21:46.088Z,2023-11-27T19:22:34.667Z
All,5076,96,DONE,relevant-2,Empirical study,2023-11-27T19:22:35.136Z,2023-11-27T19:22:45.654Z
All,5076,96,DONE,relevant-3,Yes,2023-11-27T19:22:45.858Z,2023-11-27T19:22:47.548Z
All,13358,96,DONE,relevant-1,Yes,2023-11-27T19:22:48.247Z,2023-11-27T19:23:35.162Z
All,13358,96,DONE,relevant-2,Methodological paper,2023-11-27T19:23:35.747Z,2023-11-27T19:24:14.025Z
All,13358,96,DONE,relevant-3,Yes,2023-11-27T19:24:14.343Z,2023-11-27T19:24:15.746Z
All,2901,96,DONE,relevant-1,No (or unclear),2023-11-27T19:24:16.499Z,2023-11-27T19:24:47.928Z
All,2901,96,DONE,relevant-2,IRRELEVANT,,
All,2901,96,DONE,relevant-3,IRRELEVANT,,
All,7674,96,DONE,relevant-1,Yes,2023-11-27T19:24:48.861Z,2023-11-27T19:24:57.187Z
All,7674,96,DONE,relevant-2,Methodological paper,2023-11-27T19:24:57.667Z,2023-11-27T19:25:37.674Z
All,7674,96,DONE,relevant-3,Yes,2023-11-27T19:25:37.921Z,2023-11-27T19:25:39.392Z
All,12679,96,DONE,relevant-1,Yes,2023-11-27T19:25:40.060Z,2023-11-27T19:26:28.328Z
All,12679,96,DONE,relevant-2,Methodological paper,2023-11-27T19:26:28.799Z,2023-11-27T19:26:29.884Z
All,12679,96,DONE,relevant-3,Yes,2023-11-27T19:26:30.126Z,2023-11-27T19:26:31.139Z
All,4655,96,DONE,relevant-1,Yes,2023-11-27T19:26:31.990Z,2023-11-27T19:27:06.899Z
All,4655,96,DONE,relevant-2,Empirical study,2023-11-27T19:27:07.404Z,2023-11-27T19:27:08.736Z
All,4655,96,DONE,relevant-3,Yes,2023-11-27T19:27:08.933Z,2023-11-27T19:27:10.473Z
All,11372,96,DONE,relevant-1,Yes,2023-11-27T19:27:11.201Z,2023-11-27T19:27:56.869Z
All,11372,96,DONE,relevant-2,Overview,2023-11-27T19:27:57.276Z,2023-11-27T19:27:58.575Z
All,11372,96,DONE,relevant-3,IRRELEVANT,,
All,2160,96,DONE,relevant-1,Yes,2023-11-27T19:27:59.444Z,2023-11-27T19:28:09.454Z
All,2160,96,DONE,relevant-2,Methodological paper,2023-11-27T19:28:09.865Z,2023-11-27T19:28:33.761Z
All,2160,96,DONE,relevant-3,Yes,2023-11-27T19:28:33.981Z,2023-11-27T19:28:35.650Z
All,3479,96,DONE,relevant-1,Yes,2023-11-27T19:28:36.410Z,2023-11-27T19:34:21.140Z
All,3479,96,DONE,relevant-2,Empirical study,2023-11-27T19:34:21.601Z,2023-11-27T19:34:23.847Z
All,3479,96,DONE,relevant-3,Yes,2023-11-27T19:34:24.156Z,2023-11-27T19:34:25.296Z
All,1949,96,DONE,relevant-1,No (or unclear),2023-11-27T19:34:26.084Z,2023-11-27T19:34:51.426Z
All,1949,96,DONE,relevant-2,IRRELEVANT,,
All,1949,96,DONE,relevant-3,IRRELEVANT,,
All,2581,96,DONE,relevant-1,Yes,2023-11-27T19:34:52.425Z,2023-11-27T19:35:08.909Z
All,2581,96,DONE,relevant-2,Methodological paper,2023-11-27T19:35:09.302Z,2023-11-27T19:35:19.657Z
All,2581,96,DONE,relevant-3,Yes,2023-11-27T19:35:19.865Z,2023-11-27T19:35:21.307Z
All,1531,96,DONE,relevant-1,Yes,2023-11-27T19:35:22.019Z,2023-11-27T19:35:47.937Z
All,1531,96,DONE,relevant-2,Methodological paper,2023-11-27T19:35:48.415Z,2023-11-27T19:35:49.988Z
All,1531,96,DONE,relevant-3,Yes,2023-11-27T19:35:50.259Z,2023-11-27T19:35:51.338Z
All,15584,96,DONE,relevant-1,Yes,2023-11-27T19:35:52.119Z,2023-11-27T19:37:16.180Z
All,15584,96,DONE,relevant-2,Methodological paper,2023-11-27T19:37:16.597Z,2023-11-27T19:37:18.613Z
All,15584,96,DONE,relevant-3,Yes,2023-11-27T19:37:18.819Z,2023-11-27T19:37:19.529Z
